#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
   517   0.11510733   0.26296600          64612    0.4550     31.8
   518   0.93071000   0.36986267          17211    0.6710    141.1
   519   0.68524867   0.41606600         143258    0.0520     88.2
   520   0.79939600   0.81416467         202255    0.2160    134.2
   521   0.03319533   0.42145000         279004    0.1160     80.9
   522   0.34126400   0.32494667         123428    0.2490     77.7
   523   0.01565800   0.44022467           7317    0.2120    179.4
   524   0.65023933   0.97028133         388498    0.0080     23.9
   525   0.18256200   0.95610133         192768    0.1560    161.7
   526   0.96426533   0.93892333          49115    0.4210    160.4
   527   0.20318667   0.09663533          41897    0.0460     64.1
   528   0.13219400   0.35156200           4411    0.2080    134.4
   529   0.96141467   0.93918000         164376    0.0930    178.0
   530   0.67677200   0.07676533           5691    0.4380    104.4
   531   0.11517733   0.43306067          24512    0.2890    168.4
   532   0.86128133   0.69370333         252166    0.2160     93.8
   533   0.81367733   0.23697533          43210    0.3330     91.0
   534   0.80906133   0.54039467           9440    0.3940      6.5
   535   0.92165533   0.86529733          27738    0.1810    118.6
   536   0.57394600   0.39603800          59970    0.1250      4.4
   537   0.22087667   0.29903067         462623    0.0710     13.2
   538   0.80293200   0.51194133          55599    0.2720    176.8
   539   0.91551133   0.30628667         110026    0.0410     24.6
   540   0.81088200   0.64761200          34116    0.3610      0.8
   541   0.11823667   0.43223000         151140    0.1030    116.7
   542   0.47643733   0.88285933          12849    0.1160    172.8
   543   0.84094200   0.33371200           8811    0.5760    172.3
   544   0.08913400   0.90676467         136333    0.2400    148.6
   545   0.58107267   0.03876200           5265    0.1150     74.8
   546   0.45871667   0.53471733          93774    0.1410    148.9
   547   0.69356067   0.68576333           5608    0.1960    135.1
   548   0.39098133   0.87374533         126266    0.4370     92.1
   549   0.01720067   0.83142533           6867    0.5780     86.5
   550   0.77092867   0.88410867           6493    0.2700     18.7
   551   0.46985933   0.01735267          55424    0.1030    143.8
   552   0.63443467   0.76607467          11287    0.4140     19.8
   553   0.39230600   0.14712000          40074    0.4890    134.0
   554   0.30703400   0.59924200          13094    0.5520     50.0
   555   0.31330333   0.53483267         101676    0.1410     51.0
   556   0.73315067   0.74562933          27193    0.2150     52.7
   557   0.36567267   0.22064000           8974    0.2180      1.1
   558   0.37455800   0.28622667           3814    0.5510    167.0
   559   0.96301400   0.86936533           6972    0.3710    157.0
   560   0.33393800   0.16700067          94971    0.1450    145.7
   561   0.00659267   0.27577000           6313    0.1820     44.8
   562   0.75090200   0.00443667          32383    0.5590    161.7
   563   0.74206133   0.39505933         199075    0.1060      6.5
   564   0.01630800   0.29851000         216263    0.1140    146.5
   565   0.96380667   0.56329467          88102    0.0080    114.2
   566   0.67189400   0.86260267         109472    0.3100     33.9
   567   0.74310933   0.05006867          71454    0.1490    146.1
   568   0.07040000   0.22165267         490512    0.0840     89.1
   569   0.73731333   0.71194067          39469    0.3330    148.1
   570   0.12954533   0.81728400         295618    0.0860     52.5
   571   0.47107600   0.23509667           5386    0.1820     42.1
   572   0.35815133   0.59028133          69794    0.0490    110.0
   573   0.59840333   0.62979133           6980    0.1520     49.0
   574   0.39224467   0.92336067          13481    0.2330      3.9
   575   0.03401800   0.81330400         232582    0.0950     46.5
   576   0.85933533   0.34370333          17477    0.1790    179.3
   577   0.05867200   0.50058600         138313    0.1740     71.8
   578   0.44745267   0.25511733          38058    0.0810     60.5
   579   0.36401733   0.55544867           8318    0.0950     70.2
   580   0.68065333   0.25300667           3797    0.5010     25.7
   581   0.30573533   0.70618867           6241    0.1830    135.9
   582   0.29554933   0.18533400          40551    0.3470    160.6
   583   0.40507400   0.47830933          57166    0.0970    131.9
   584   0.99378467   0.18875067          28326    0.0720    144.3
   585   0.48301933   0.72563467         187681    0.0240    110.6
   586   0.00557200   0.79555267          14299    0.4940     94.9
   587   0.77072333   0.23649067          17407    0.3120    171.9
   588   0.58526733   0.17120400          20876    0.1680    175.2
   589   0.49530467   0.70150267          32134    0.1400     30.5
   590   0.98322467   0.39931333          21604    0.3080     23.1
   591   0.03654467   0.07170533          55720    0.2940    145.8
   592   0.86403933   0.28760800          30050    0.3920     10.0
   593   0.40212133   0.10496400          50449    0.0100      4.3
   594   0.46501067   0.22549267         231300    0.0110     44.7
   595   0.74446533   0.80040867          49105    0.0640    130.5
   596   0.29996733   0.73109800          50178    0.0910     77.9
   597   0.89662000   0.05574667           8424    0.3780     72.5
   598   0.67078133   0.41470133          28287    0.1590     23.3
   599   0.97887467   0.07661067          14605    0.2370      9.5
   600   0.11501600   0.16240667         117936    0.0660     92.8
   601   0.28659867   0.23111133         450499    0.0980     31.3
   602   0.72546067   0.22753733           8928    0.5210     10.0
   603   0.96932600   0.80933333           5272    0.4790     90.1
   604   0.87664667   0.06647467           5973    0.4430      7.8
   605   0.64265000   0.09087133          28845    0.0190    122.9
   606   0.71898133   0.68354533           8314    0.2030      0.5
   607   0.01314667   0.75778133           4632    0.2190    137.6
   608   0.20354067   0.04098267           3765    0.4390    143.6
   609   0.93787800   0.08673533          86824    0.0650     81.2
   610   0.99764133   0.72271133         168712    0.0860    134.1
   611   0.31052933   0.73806133          30258    0.6000    123.8
   612   0.19710667   0.92668533          27694    0.2260    140.4
   613   0.49492667   0.49552800           6102    0.1970     41.2
   614   0.26506467   0.13835467         225223    0.0160    136.7
   615   0.26979800   0.02672733         128865    0.0970     49.2
   616   0.53336200   0.72443933          26950    0.2340    115.8
   617   0.60881400   0.31016533          37824    0.1910     32.5
   618   0.35708200   0.43435867         125289    0.3430     56.8
   619   0.16528600   0.14529533           6084    0.6360     42.1
   620   0.46515733   0.94017867           8365    0.1640    176.9
   621   0.60613933   0.48664267           4428    0.4320      1.1
   622   0.61744000   0.57374467           9242    0.5900    158.1
   623   0.59294067   0.24732133         231745    0.0370    150.0
   624   0.06837600   0.77928200          38925    0.0600    139.0
   625   0.44087800   0.68802600         297849    0.0400    126.1
   626   0.47490067   0.61869467         176958    0.0940    108.4
   627   0.48288867   0.52408733          35679    0.2060    108.5
   628   0.04294600   0.75358000          38373    0.4760     92.1
   629   0.73441133   0.54411067           8608    0.1850    140.1
   630   0.32107867   0.17184600          36579    0.2460    176.8
   631   0.61369000   0.13345200           4840    0.0930     82.7
   632   0.18566667   0.95368400          51054    0.1770     97.6
   633   0.18791800   0.76086000         196440    0.2700    123.3
   634   0.66157267   0.00945933          41269    0.1560    171.0
   635   0.17220800   0.11727800          17623    0.1220     59.3
   636   0.15112800   0.78149933          65008    0.4520      8.0
   637   0.28151400   0.64286600          36383    0.0990     98.2
   638   0.45522200   0.93291133          48076    0.5420     32.9
   639   0.39248867   0.73002600          98207    0.1920     31.1
   640   0.76804667   0.61600667          95655    0.0530     77.4
   641   0.84006200   0.73601333          29074    0.3920    132.9
   642   0.50420933   0.32854200         192290    0.0800     54.6
   643   0.62062200   0.15719200          56357    0.3590    153.7
   644   0.43227800   0.76464467         153185    0.2420     73.5
   645   0.33913400   0.27375533          69827    0.2060     63.8
   646   0.26799267   0.99808733          30415    0.0660    111.0
   647   0.71275667   0.29490333         113395    0.0920     46.0
   648   0.97669600   0.39097267         246932    0.0710    148.4
   649   0.43778467   0.91472467          59713    0.0380    101.2
   650   0.05326333   0.10902800          32830    0.3480     30.3
   651   0.60732333   0.24788600          52843    0.0130     85.7
   652   0.25197000   0.00885933          43614    0.4850     94.9
   653   0.38179733   0.31811467          56533    0.5400      6.7
   654   0.13112800   0.28715333          26719    0.2270    151.5
   655   0.98461333   0.37987133         113928    0.3800    142.1
   656   0.08796200   0.43810400         466516    0.0260    170.6
   657   0.59993000   0.49779467         461554    0.2120     32.0
   658   0.12957600   0.74029000          75761    0.1010    135.5
   659   0.75765333   0.70381400          13169    0.2860     61.8
   660   0.04520533   0.97837267          12612    0.2490    124.7
   661   0.71936200   0.29431133         126149    0.0590     23.1
   662   0.74462867   0.07892267         479020    0.2240     47.5
   663   0.63968200   0.43165533         209615    0.1570    103.3
   664   0.22906467   0.60503400           7580    0.0550    125.0
   665   0.12310800   0.10462400          50350    0.1800     64.0
   666   0.28717600   0.28402000         128074    0.2250     42.9
   667   0.11235000   0.15419733           8724    0.1210     22.3
   668   0.06840400   0.81505000          98181    0.0540    171.2
   669   0.90083667   0.41140600          13675    0.1550    166.9
   670   0.00281667   0.14547867          85382    0.1400     78.3
   671   0.00156467   0.92576467           5226    0.1670    135.3
   672   0.27586867   0.95152800         114343    0.6010     18.5
